"����","γ��","ҵ��ʱ��","��Ƭ��¼����","��·����","��γ��","�ϳ�վ��","ʵ��վ��"
113.944999,22.537633,"2014/6/10 9:03",329664965,"68·","113.944999,22.537633",29,4
114.076049,22.544649,"2014/6/10 14:59",322596445,"68·","114.076049,22.544649",9,17
114.040634,22.610366,"2014/6/10 18:14",330149773,"68·","114.040634,22.610366",19,28
114.035484,22.621833,"2014/6/10 18:20",320977226,"68·","114.035484,22.621833",10,30
114.031829,22.636217,"2014/6/10 18:30",326955988,"68·","114.031829,22.636217",2,31
114.072166,22.654832,"2014/6/10 19:41",322803879,"68·","114.072166,22.654832",28,39
114.051048,22.637516,"2014/6/10 20:03",292951115,"68·","114.051048,22.637516",12,33
114.042396,22.639562,"2014/6/10 20:06",328333289,"68·","114.042396,22.639562",2,31
114.039985,22.640933,"2014/6/10 20:07",297712298,"68·","114.039985,22.640933",2,31
114.039985,22.640933,"2014/6/10 20:09",326888234,"68·","114.039985,22.640933",2,31
114.029167,22.528383,"2014/6/10 21:06",361340243,"68·","114.029167,22.528383",4,10
114.042785,22.5205,"2014/6/10 22:32",293166876,"68·","114.042785,22.5205",8,12
114.063133,22.535482,"2014/6/10 22:42",293966379,"68·","114.063133,22.535482",21,15
114.06443,22.657234,"2014/6/10 7:41",290772406,"68·","114.06443,22.657234",1,37
114.061523,22.652261,"2014/6/10 7:42",323346219,"68·","114.061523,22.652261",13,36
114.041534,22.639947,"2014/6/10 8:06",327271936,"68·","114.041534,22.639947",2,31
114.032913,22.64225,"2014/6/10 8:09",323673091,"68·","114.032913,22.64225",2,31
114.035179,22.622535,"2014/6/10 8:21",20117321,"68·","114.035179,22.622535",10,30
114.035217,22.621633,"2014/6/10 8:21",325164742,"68·","114.035217,22.621633",10,30
114.035804,22.620075,"2014/6/10 8:21",291169970,"68·","114.035804,22.620075",10,30
114.038261,22.614843,"2014/6/10 8:25",328174428,"68·","114.038261,22.614843",10,30
113.941047,22.539363,"2014/6/10 9:50",285070694,"68·","113.941047,22.539363",6,3
114.066528,22.659683,"2014/6/10 13:38",50640963,"68·","114.066528,22.659683",1,37
114.065605,22.658601,"2014/6/10 13:38",327414943,"68·","114.065605,22.658601",1,37
113.94075,22.540433,"2014/6/10 15:09",20520301,"68·","113.94075,22.540433",6,3
114.042984,22.5205,"2014/6/10 17:00",50511136,"68·","114.042984,22.5205",8,12
114.03823,22.615383,"2014/6/10 17:38",360103036,"68·","114.03823,22.615383",10,30
114.03305,22.629383,"2014/6/10 20:01",329539684,"68·","114.03305,22.629383",10,30
114.076217,22.544616,"2014/6/10 20:33",290054595,"68·","114.076217,22.544616",9,17
114.063034,22.527532,"2014/6/10 20:41",294222153,"68·","114.063034,22.527532",25,14
114.047035,22.518917,"2014/6/10 20:46",292493178,"68·","114.047035,22.518917",8,12
113.945137,22.5335,"2014/6/10 21:55",660641180,"68·","113.945137,22.5335",29,4
114.061576,22.652379,"2014/6/10 7:54",328089805,"68·","114.061576,22.652379",13,36
114.031745,22.637264,"2014/6/10 8:26",294675633,"68·","114.031745,22.637264",2,31
114.043601,22.520343,"2014/6/10 9:48",325069792,"68·","114.043601,22.520343",8,12
114.038261,22.614952,"2014/6/10 7:33",291005393,"68·","114.038261,22.614952",10,30
114.049797,22.518383,"2014/6/10 8:12",322124861,"68·","114.049797,22.518383",8,12
114.029518,22.528217,"2014/6/10 8:24",323681958,"68·","114.029518,22.528217",4,10
114.062942,22.524595,"2014/6/10 13:57",151053857,"68·","114.062942,22.524595",25,14
113.940383,22.549133,"2014/6/10 15:36",294585052,"68·","113.940383,22.549133",6,3
114.063201,22.537433,"2014/6/10 16:20",323866824,"68·","114.063201,22.537433",21,15
114.061119,22.647766,"2014/6/10 18:46",361369203,"68·","114.061119,22.647766",13,36
113.94062,22.560483,"2014/6/10 20:42",290811633,"68·","113.94062,22.560483",17,2
113.940483,22.557016,"2014/6/10 20:43",323091586,"68·","113.940483,22.557016",17,2
113.945014,22.537483,"2014/6/10 20:52",285039464,"68·","113.945014,22.537483",29,4
114.0438,22.520067,"2014/6/10 21:13",360071296,"68·","114.0438,22.520067",8,12
114.063163,22.537466,"2014/6/10 21:24",361093329,"68·","114.063163,22.537466",21,15
114.03627,22.61938,"2014/6/10 21:57",293899788,"68·","114.03627,22.61938",10,30
114.033332,22.628671,"2014/6/10 22:00",329231798,"68·","114.033332,22.628671",10,30
114.072166,22.654649,"2014/6/10 6:01",293943087,"68·","114.072166,22.654649",28,39
114.051246,22.518283,"2014/6/10 6:57",291525310,"68·","114.051246,22.518283",8,12
114.030433,22.527191,"2014/6/10 8:35",20968271,"68·","114.030433,22.527191",4,10
114.043663,22.520067,"2014/6/10 8:43",23285586,"68·","114.043663,22.520067",8,12
114.041534,22.639923,"2014/6/10 11:17",327233315,"68·","114.041534,22.639923",2,31
114.062889,22.527275,"2014/6/10 12:04",251329050,"68·","114.062889,22.527275",25,14
114.041366,22.64005,"2014/6/10 14:40",360942013,"68·","114.041366,22.64005",2,31
114.040603,22.609966,"2014/6/10 16:40",321931200,"68·","114.040603,22.609966",19,28
114.049964,22.518182,"2014/6/10 19:06",330659451,"68·","114.049964,22.518182",8,12
114.034896,22.642549,"2014/6/10 20:06",294806515,"68·","114.034896,22.642549",2,31
114.044334,22.638715,"2014/6/10 20:06",20468553,"68·","114.044334,22.638715",2,31
114.060821,22.521131,"2014/6/10 7:24",330603731,"68·","114.060821,22.521131",25,14
114.036651,22.5242,"2014/6/10 7:33",280423699,"68·","114.036651,22.5242",5,11
114.04988,22.637783,"2014/6/10 11:43",361338773,"68·","114.04988,22.637783",35,32
114.031684,22.636932,"2014/6/10 11:53",328724907,"68·","114.031684,22.636932",2,31
113.947914,22.530099,"2014/6/10 14:04",660539149,"68·","113.947914,22.530099",3,5
114.06253,22.563467,"2014/6/10 14:52",293918716,"68·","114.06253,22.563467",31,21
114.076217,22.544567,"2014/6/10 17:37",328689735,"68·","114.076217,22.544567",9,17
113.940467,22.549217,"2014/6/10 19:03",322259915,"68·","113.940467,22.549217",6,3
113.940643,22.540441,"2014/6/10 19:06",326365595,"68·","113.940643,22.540441",6,3
113.947982,22.530134,"2014/6/10 19:11",328284787,"68·","113.947982,22.530134",3,5
114.061576,22.652324,"2014/6/10 8:15",294533168,"68·","114.061576,22.652324",13,36
114.047851,22.638086,"2014/6/10 8:31",280341327,"68·","114.047851,22.638086",35,32
114.032066,22.638635,"2014/6/10 8:42",325984954,"68·","114.032066,22.638635",2,31
114.031822,22.636356,"2014/6/10 8:44",293763827,"68·","114.031822,22.636356",2,31
114.032226,22.629919,"2014/6/10 8:48",287127439,"68·","114.032226,22.629919",10,30
114.032958,22.628807,"2014/6/10 8:49",323527803,"68·","114.032958,22.628807",10,30
114.0317,22.637233,"2014/6/10 14:21",290189851,"68·","114.0317,22.637233",2,31
114.072013,22.540433,"2014/6/10 17:34",251277264,"68·","114.072013,22.540433",36,16
114.069633,22.551116,"2014/6/10 17:52",330637683,"68·","114.069633,22.551116",37,19
114.031982,22.6387,"2014/6/10 18:38",296016489,"68·","114.031982,22.6387",2,31
114.062149,22.6403,"2014/6/10 19:03",251278057,"68·","114.062149,22.6403",11,34
113.940444,22.548536,"2014/6/10 15:21",329226392,"68·","113.940444,22.548536",6,3
114.062576,22.563283,"2014/6/10 16:13",361216540,"68·","114.062576,22.563283",31,21
114.052314,22.636955,"2014/6/10 13:09",293395711,"68·","114.052314,22.636955",12,33
114.034782,22.525102,"2014/6/10 14:13",293172406,"68·","114.034782,22.525102",5,11
114.045516,22.598783,"2014/6/10 16:57",23098193,"68·","114.045516,22.598783",24,25
114.036598,22.618682,"2014/6/10 17:04",325977656,"68·","114.036598,22.618682",10,30
114.064567,22.657382,"2014/6/10 18:38",294107738,"68·","114.064567,22.657382",1,37
114.063369,22.655849,"2014/6/10 18:39",680947533,"68·","114.063369,22.655849",1,37
114.052001,22.518365,"2014/6/10 20:01",23489080,"68·","114.052001,22.518365",8,12
113.945137,22.533817,"2014/6/10 20:26",294586935,"68·","113.945137,22.533817",29,4
113.940498,22.5491,"2014/6/10 20:51",325363256,"68·","113.940498,22.5491",6,3
113.945137,22.5331,"2014/6/10 20:57",291220282,"68·","113.945137,22.5331",29,4
114.047302,22.518615,"2014/6/10 21:19",329646847,"68·","114.047302,22.518615",8,12
114.03598,22.619941,"2014/6/10 22:03",20971301,"68·","114.03598,22.619941",10,30
114.071411,22.543167,"2014/6/10 13:17",360066870,"68·","114.071411,22.543167",9,17
114.073486,22.5429,"2014/6/10 15:28",330709302,"68·","114.073486,22.5429",9,17
114.052284,22.636983,"2014/6/10 17:41",361557311,"68·","114.052284,22.636983",12,33
114.042266,22.639616,"2014/6/10 17:45",327285416,"68·","114.042266,22.639616",2,31
114.060134,22.520767,"2014/6/10 18:41",325469203,"68·","114.060134,22.520767",25,14
113.940765,22.560199,"2014/6/10 19:44",329737347,"68·","113.940765,22.560199",17,2
114.053153,22.518316,"2014/6/10 20:19",328250343,"68·","114.053153,22.518316",8,12
114.034103,22.625383,"2014/6/10 7:04",680828891,"68·","114.034103,22.625383",10,30
114.063011,22.524721,"2014/6/10 7:44",80316592,"68·","114.063011,22.524721",25,14
114.039505,22.522647,"2014/6/10 7:53",294186365,"68·","114.039505,22.522647",5,11
114.036384,22.5244,"2014/6/10 7:54",330273016,"68·","114.036384,22.5244",5,11
113.940567,22.549049,"2014/6/10 8:33",330101038,"68·","113.940567,22.549049",6,3
114.038803,22.522867,"2014/6/10 9:37",294358707,"68·","114.038803,22.522867",5,11
113.944999,22.53565,"2014/6/10 8:56",320448274,"68·","113.944999,22.53565",29,4
114.034988,22.623424,"2014/6/10 10:14",280857339,"68·","114.034988,22.623424",10,30
114.031745,22.636751,"2014/6/10 12:08",20620267,"68·","114.031745,22.636751",2,31
113.94075,22.540233,"2014/6/10 13:18",329574734,"68·","113.94075,22.540233",6,3
113.944648,22.539283,"2014/6/10 14:14",292499134,"68·","113.944648,22.539283",29,4
114.03347,22.627567,"2014/6/10 15:23",361217898,"68·","114.03347,22.627567",10,30
113.945182,22.533683,"2014/6/10 18:50",322036239,"68·","113.945182,22.533683",29,4
113.94503,22.537517,"2014/6/10 19:21",293835003,"68·","113.94503,22.537517",29,4
114.046867,22.518716,"2014/6/10 19:43",361052536,"68·","114.046867,22.518716",8,12
114.063117,22.53725,"2014/6/10 19:51",23005360,"68·","114.063117,22.53725",21,15
114.063117,22.53725,"2014/6/10 19:51",293175826,"68·","114.063117,22.53725",21,15
114.035896,22.620149,"2014/6/10 20:27",292995848,"68·","114.035896,22.620149",10,30
114.034713,22.6252,"2014/6/10 6:43",321525766,"68·","114.034713,22.6252",10,30
114.035903,22.619745,"2014/6/10 6:44",151098929,"68·","114.035903,22.619745",10,30
114.062629,22.522991,"2014/6/10 7:14",294106898,"68·","114.062629,22.522991",25,14
114.063049,22.523916,"2014/6/10 7:14",251306975,"68·","114.063049,22.523916",25,14
114.044563,22.519634,"2014/6/10 7:20",325773957,"68·","114.044563,22.519634",8,12
114.043357,22.520406,"2014/6/10 7:21",321828661,"68·","114.043357,22.520406",8,12
114.042686,22.520549,"2014/6/10 7:22",292334332,"68·","114.042686,22.520549",8,12
114.038246,22.523399,"2014/6/10 7:23",280607539,"68·","114.038246,22.523399",5,11
113.940544,22.556985,"2014/6/10 8:28",325820888,"68·","113.940544,22.556985",17,2
114.042968,22.639139,"2014/6/10 10:14",330700173,"68·","114.042968,22.639139",2,31
114.035018,22.642612,"2014/6/10 11:38",327090862,"68·","114.035018,22.642612",2,31
114.071662,22.551036,"2014/6/10 12:09",23606623,"68·","114.071662,22.551036",15,18
114.023834,22.531482,"2014/6/10 13:48",293840335,"68·","114.023834,22.531482",26,9
114.048095,22.518508,"2014/6/10 13:54",323413745,"68·","114.048095,22.518508",8,12
114.035079,22.524999,"2014/6/10 17:42",20084360,"68·","114.035079,22.524999",5,11
114.064979,22.551532,"2014/6/10 19:38",329852653,"68·","114.064979,22.551532",20,20
114.067947,22.659782,"2014/6/10 7:15",280654924,"68·","114.067947,22.659782",34,38
114.038398,22.641599,"2014/6/10 7:37",293826304,"68·","114.038398,22.641599",2,31
114.033363,22.628,"2014/6/10 7:46",320339494,"68·","114.033363,22.628",10,30
114.062683,22.539316,"2014/6/10 9:00",323411594,"68·","114.062683,22.539316",0,37
113.944969,22.538784,"2014/6/10 9:42",326516734,"68·","113.944969,22.538784",29,4
114.036529,22.642156,"2014/6/10 7:03",329865100,"68·","114.036529,22.642156",2,31
114.035614,22.642416,"2014/6/10 7:03",293939429,"68·","114.035614,22.642416",2,31
114.036056,22.524642,"2014/6/10 8:08",296152068,"68·","114.036056,22.524642",5,11
114.035484,22.524816,"2014/6/10 8:09",330047717,"68·","114.035484,22.524816",5,11
114.033004,22.629146,"2014/6/10 10:39",80326617,"68·","114.033004,22.629146",10,30
114.030464,22.527215,"2014/6/10 15:25",329326535,"68·","114.030464,22.527215",4,10
114.045234,22.598882,"2014/6/10 16:06",321158553,"68·","114.045234,22.598882",24,25
114.040534,22.610633,"2014/6/10 16:12",361079305,"68·","114.040534,22.610633",19,28
114.036399,22.618883,"2014/6/10 16:15",292476391,"68·","114.036399,22.618883",10,30
114.03582,22.620532,"2014/6/10 16:16",327381771,"68·","114.03582,22.620532",10,30
114.034095,22.626115,"2014/6/10 6:37",293776575,"68·","114.034095,22.626115",10,30
114.034454,22.625082,"2014/6/10 6:38",296171687,"68·","114.034454,22.625082",10,30
114.034446,22.624799,"2014/6/10 6:38",30051704,"68·","114.034446,22.624799",10,30
114.035697,22.6207,"2014/6/10 6:39",251277264,"68·","114.035697,22.6207",10,30
114.037788,22.615999,"2014/6/10 6:41",322312846,"68·","114.037788,22.615999",10,30
114.063468,22.537649,"2014/6/10 7:10",293347260,"68·","114.063468,22.537649",21,15
114.045951,22.519266,"2014/6/10 7:20",293930325,"68·","114.045951,22.519266",8,12
114.038383,22.523387,"2014/6/10 12:24",320578934,"68·","114.038383,22.523387",5,11
114.036216,22.524496,"2014/6/10 13:48",660535423,"68·","114.036216,22.524496",5,11
114.039268,22.522691,"2014/6/10 13:51",326294672,"68·","114.039268,22.522691",5,11
114.0382,22.6154,"2014/6/10 14:31",327242510,"68·","114.0382,22.6154",10,30
114.035469,22.621799,"2014/6/10 14:34",329577142,"68·","114.035469,22.621799",10,30
114.052421,22.636915,"2014/6/10 16:15",321439113,"68·","114.052421,22.636915",12,33
113.94065,22.562183,"2014/6/10 18:22",290248780,"68·","113.94065,22.562183",17,2
113.944999,22.537916,"2014/6/10 18:43",322566505,"68·","113.944999,22.537916",29,4
114.042816,22.520532,"2014/6/10 19:10",297667062,"68·","114.042816,22.520532",8,12
114.062934,22.537134,"2014/6/10 19:20",326705981,"68·","114.062934,22.537134",21,15
114.035484,22.6219,"2014/6/10 19:59",323139349,"68·","114.035484,22.6219",10,30
114.033599,22.627132,"2014/6/10 6:25",328698535,"68·","114.033599,22.627132",10,30
114.061943,22.522121,"2014/6/10 6:51",251000065,"68·","114.061943,22.522121",25,14
114.045349,22.519399,"2014/6/10 6:57",23528398,"68·","114.045349,22.519399",8,12
114.062675,22.654796,"2014/6/10 16:39",324736776,"68·","114.062675,22.654796",1,37
114.032333,22.629283,"2014/6/10 17:11",320585303,"68·","114.032333,22.629283",10,30
114.034751,22.624134,"2014/6/10 7:57",293878009,"68·","114.034751,22.624134",10,30
114.036453,22.618583,"2014/6/10 8:01",293882615,"68·","114.036453,22.618583",10,30
114.062683,22.523134,"2014/6/10 9:01",360105844,"68·","114.062683,22.523134",25,14
114.036567,22.524316,"2014/6/10 9:11",20705996,"68·","114.036567,22.524316",5,11
114.032249,22.526683,"2014/6/10 9:14",329855482,"68·","114.032249,22.526683",0,37
114.029609,22.528135,"2014/6/10 9:16",330826570,"68·","114.029609,22.528135",4,10
113.944885,22.539234,"2014/6/10 10:43",20597616,"68·","113.944885,22.539234",29,4
114.076202,22.546333,"2014/6/10 11:20",293381751,"68·","114.076202,22.546333",9,17
114.061264,22.649084,"2014/6/10 12:17",251132744,"68·","114.061264,22.649084",13,36
114.05986,22.520462,"2014/6/10 14:35",326692929,"68·","114.05986,22.520462",25,14
114.045417,22.598917,"2014/6/10 17:19",361111839,"68·","114.045417,22.598917",24,25
114.054214,22.636034,"2014/6/10 17:49",320555240,"68·","114.054214,22.636034",12,33
114.057853,22.637596,"2014/6/10 19:30",328630647,"68·","114.057853,22.637596",12,33
114.074462,22.543052,"2014/6/10 20:26",290817754,"68·","114.074462,22.543052",9,17
113.94355,22.539382,"2014/6/10 21:06",294586776,"68·","113.94355,22.539382",29,4
113.940589,22.540225,"2014/6/10 21:37",20359195,"68·","113.940589,22.540225",6,3
113.941917,22.539234,"2014/6/10 21:38",326525371,"68·","113.941917,22.539234",6,3
114.041534,22.5212,"2014/6/10 21:58",328385829,"68·","114.041534,22.5212",8,12
114.052314,22.518115,"2014/6/10 22:03",296055479,"68·","114.052314,22.518115",8,12
114.071998,22.540866,"2014/6/10 22:12",323609269,"68·","114.071998,22.540866",36,16
114.03543,22.621915,"2014/6/10 22:38",294804283,"68·","114.03543,22.621915",10,30
114.035598,22.642307,"2014/6/10 22:45",280364019,"68·","114.035598,22.642307",2,31
114.037834,22.641649,"2014/6/10 6:41",328698530,"68·","114.037834,22.641649",2,31
114.034988,22.642568,"2014/6/10 6:41",293938898,"68·","114.034988,22.642568",2,31
114.034881,22.6245,"2014/6/10 6:51",293228099,"68·","114.034881,22.6245",10,30
114.034965,22.623649,"2014/6/10 6:51",296297482,"68·","114.034965,22.623649",10,30
114.035774,22.524744,"2014/6/10 7:39",330144439,"68·","114.035774,22.524744",5,11
114.029113,22.528266,"2014/6/10 7:45",325306939,"68·","114.029113,22.528266",4,10
113.945198,22.532922,"2014/6/10 9:00",360806801,"68·","113.945198,22.532922",29,4
114.035797,22.620349,"2014/6/10 10:08",325628227,"68·","114.035797,22.620349",10,30
114.058517,22.637933,"2014/6/10 10:25",280620668,"68·","114.058517,22.637933",12,33
114.031745,22.637405,"2014/6/10 12:16",361268005,"68·","114.031745,22.637405",2,31
114.032943,22.629035,"2014/6/10 12:22",361223317,"68·","114.032943,22.629035",10,30
114.04985,22.63775,"2014/6/10 17:10",180056520,"68·","114.04985,22.63775",35,32
114.066032,22.551099,"2014/6/10 17:54",320272573,"68·","114.066032,22.551099",20,20
113.940635,22.5463,"2014/6/10 19:23",80291890,"68·","113.940635,22.5463",6,3
114.046997,22.518833,"2014/6/10 19:50",324219789,"68·","114.046997,22.518833",8,12
114.061813,22.536849,"2014/6/10 20:00",291404458,"68·","114.061813,22.536849",21,15
114.064682,22.537616,"2014/6/10 20:01",322255855,"68·","114.064682,22.537616",21,15
114.062477,22.564132,"2014/6/10 20:13",329335029,"68·","114.062477,22.564132",31,21
114.056152,22.518899,"2014/6/10 8:05",290427037,"68·","114.056152,22.518899",27,13
114.038551,22.523149,"2014/6/10 8:13",661041043,"68·","114.038551,22.523149",5,11
114.029144,22.528396,"2014/6/10 8:22",280650950,"68·","114.029144,22.528396",4,10
114.034629,22.624584,"2014/6/10 11:01",322581438,"68·","114.034629,22.624584",10,30
114.039291,22.641231,"2014/6/10 7:54",360682730,"68·","114.039291,22.641231",2,31
114.036155,22.64228,"2014/6/10 7:55",361365001,"68·","114.036155,22.64228",2,31
114.035514,22.621541,"2014/6/10 8:10",327322930,"68·","114.035514,22.621541",10,30
114.035865,22.620183,"2014/6/10 11:55",361036913,"68·","114.035865,22.620183",10,30
114.071952,22.654783,"2014/6/10 13:20",251336600,"68·","114.071952,22.654783",28,39
114.06285,22.655321,"2014/6/10 13:25",291092199,"68·","114.06285,22.655321",1,37
114.035285,22.642541,"2014/6/10 13:40",330700784,"68·","114.035285,22.642541",2,31
114.031631,22.637065,"2014/6/10 13:44",293166527,"68·","114.031631,22.637065",2,31
114.029533,22.528232,"2014/6/10 14:49",327239926,"68·","114.029533,22.528232",4,10
114.06147,22.65175,"2014/6/10 8:43",325642652,"68·","114.06147,22.65175",13,36
114.043899,22.520111,"2014/6/10 10:30",328380558,"68·","114.043899,22.520111",8,12
114.007965,22.529766,"2014/6/10 10:31",680493510,"68·","114.007965,22.529766",0,37
114.075195,22.542816,"2014/6/10 12:26",20323305,"68·","114.075195,22.542816",9,17
114.04203,22.521165,"2014/6/10 15:28",280351258,"68·","114.04203,22.521165",8,12
114.060852,22.575683,"2014/6/10 18:11",323225469,"68·","114.060852,22.575683",0,37
114.060852,22.575683,"2014/6/10 18:11",324643343,"68·","114.060852,22.575683",0,37
114.035339,22.642431,"2014/6/10 7:06",361291882,"68·","114.035339,22.642431",2,31
114.032539,22.629646,"2014/6/10 7:15",660444155,"68·","114.032539,22.629646",10,30
114.035133,22.622396,"2014/6/10 7:19",323264556,"68·","114.035133,22.622396",10,30
114.035385,22.621772,"2014/6/10 7:19",30093015,"68·","114.035385,22.621772",10,30
114.038558,22.614561,"2014/6/10 7:24",296032456,"68·","114.038558,22.614561",10,30
114.062934,22.523933,"2014/6/10 7:56",323812840,"68·","114.062934,22.523933",25,14
113.940498,22.54405,"2014/6/10 9:37",296270559,"68·","113.940498,22.54405",6,3
113.940513,22.541049,"2014/6/10 9:38",287113096,"68·","113.940513,22.541049",6,3
114.063262,22.536817,"2014/6/10 10:18",280732820,"68·","114.063262,22.536817",21,15
114.033386,22.628133,"2014/6/10 10:57",291698610,"68·","114.033386,22.628133",10,30
114.037719,22.641834,"2014/6/10 12:56",23219315,"68·","114.037719,22.641834",2,31
114.023635,22.531499,"2014/6/10 15:36",290485215,"68·","114.023635,22.531499",26,9
114.065086,22.5379,"2014/6/10 15:57",322605999,"68·","114.065086,22.5379",21,15
114.0624,22.561355,"2014/6/10 7:15",324652969,"68·","114.0624,22.561355",31,21
114.029502,22.528232,"2014/6/10 7:37",323922720,"68·","114.029502,22.528232",4,10
114.062797,22.537082,"2014/6/10 9:50",325912477,"68·","114.062797,22.537082",21,15
113.940574,22.541564,"2014/6/10 14:27",322980338,"68·","113.940574,22.541564",6,3
114.043617,22.520082,"2014/6/10 14:53",660200613,"68·","114.043617,22.520082",8,12
114.055114,22.518566,"2014/6/10 14:55",285084581,"68·","114.055114,22.518566",27,13
114.035858,22.620006,"2014/6/10 17:46",328298524,"68·","114.035858,22.620006",10,30
114.061302,22.572349,"2014/6/10 18:03",330688763,"68·","114.061302,22.572349",38,22
114.037414,22.523715,"2014/6/10 20:05",293731199,"68·","114.037414,22.523715",5,11
114.059097,22.519849,"2014/6/10 20:12",325789781,"68·","114.059097,22.519849",25,14
114.061317,22.521333,"2014/6/10 20:13",324518720,"68·","114.061317,22.521333",25,14
114.063369,22.536766,"2014/6/10 20:18",320224625,"68·","114.063369,22.536766",21,15
114.073448,22.542882,"2014/6/10 20:23",325866264,"68·","114.073448,22.542882",9,17
114.036018,22.6201,"2014/6/10 20:52",293383598,"68·","114.036018,22.6201",10,30
114.040672,22.64052,"2014/6/10 6:53",326125776,"68·","114.040672,22.64052",2,31
114.039985,22.640899,"2014/6/10 6:53",320058404,"68·","114.039985,22.640899",2,31
114.035507,22.642475,"2014/6/10 6:55",320024892,"68·","114.035507,22.642475",2,31
114.031707,22.637252,"2014/6/10 6:58",293194909,"68·","114.031707,22.637252",2,31
114.033966,22.626455,"2014/6/10 7:02",328218507,"68·","114.033966,22.626455",10,30
114.059631,22.520568,"2014/6/10 7:36",294213689,"68·","114.059631,22.520568",25,14
114.032028,22.637767,"2014/6/10 10:40",325938512,"68·","114.032028,22.637767",2,31
114.039817,22.641059,"2014/6/10 12:38",328641267,"68·","114.039817,22.641059",2,31
114.036819,22.523965,"2014/6/10 15:20",291471246,"68·","114.036819,22.523965",5,11
114.058807,22.519712,"2014/6/10 20:36",293977099,"68·","114.058807,22.519712",25,14
114.063285,22.5375,"2014/6/10 20:42",296082304,"68·","114.063285,22.5375",21,15
114.042968,22.520366,"2014/6/11 7:31",326600411,"68·","114.042968,22.520366",8,12
114.065048,22.537866,"2014/6/11 7:44",296162369,"68·","114.065048,22.537866",21,15
114.038063,22.615583,"2014/6/11 8:17",322157022,"68·","114.038063,22.615583",10,30
114.057785,22.637382,"2014/6/11 9:30",361320106,"68·","114.057785,22.637382",12,33
114.039581,22.641067,"2014/6/11 9:37",291145344,"68·","114.039581,22.641067",2,31
114.034896,22.642583,"2014/6/11 9:39",291232859,"68·","114.034896,22.642583",2,31
114.029884,22.528049,"2014/6/11 10:53",328884296,"68·","114.029884,22.528049",4,10
113.947967,22.530117,"2014/6/11 12:30",321069557,"68·","113.947967,22.530117",3,5
113.99105,22.525115,"2014/6/11 12:35",280176962,"68·","113.99105,22.525115",7,6
114.06314,22.52876,"2014/6/11 12:52",290455306,"68·","114.06314,22.52876",25,14
113.940635,22.544799,"2014/6/11 17:21",292593959,"68·","113.940635,22.544799",6,3
113.945068,22.533016,"2014/6/11 17:26",326799767,"68·","113.945068,22.533016",29,4
114.040534,22.610416,"2014/6/11 13:01",322728475,"68·","114.040534,22.610416",19,28
114.074684,22.543266,"2014/6/11 15:48",292404060,"68·","114.074684,22.543266",9,17
114.073417,22.5429,"2014/6/11 17:43",292388165,"68·","114.073417,22.5429",9,17
114.056533,22.636583,"2014/6/11 20:55",328033218,"68·","114.056533,22.636583",12,33
113.940467,22.54515,"2014/6/11 7:21",327335947,"68·","113.940467,22.54515",6,3
114.038047,22.615566,"2014/6/11 8:36",326111391,"68·","114.038047,22.615566",10,30
114.04528,22.596712,"2014/6/11 16:00",20697011,"68·","114.04528,22.596712",33,24
113.948333,22.529983,"2014/6/11 7:50",328069865,"68·","113.948333,22.529983",3,5
114.030082,22.527399,"2014/6/11 8:08",321786403,"68·","114.030082,22.527399",4,10
114.061546,22.652183,"2014/6/11 10:43",327404723,"68·","114.061546,22.652183",13,36
114.063079,22.537,"2014/6/11 13:24",20680911,"68·","114.063079,22.537",21,15
114.0456,22.598733,"2014/6/11 13:46",20568212,"68·","114.0456,22.598733",24,25
114.023216,22.531549,"2014/6/11 18:26",280178308,"68·","114.023216,22.531549",26,9
114.049049,22.518266,"2014/6/11 18:39",294218470,"68·","114.049049,22.518266",8,12
114.062919,22.537015,"2014/6/11 18:50",327517208,"68·","114.062919,22.537015",21,15
114.062614,22.563133,"2014/6/11 18:58",296268120,"68·","114.062614,22.563133",31,21
114.032302,22.639932,"2014/6/11 22:14",330641193,"68·","114.032302,22.639932",2,31
114.03173,22.637199,"2014/6/11 22:15",361273392,"68·","114.03173,22.637199",2,31
114.036186,22.619216,"2014/6/11 22:23",322991155,"68·","114.036186,22.619216",10,30
114.045265,22.598882,"2014/6/11 18:41",325298348,"68·","114.045265,22.598882",24,25
114.07228,22.654632,"2014/6/11 20:26",328150465,"68·","114.07228,22.654632",28,39
114.032203,22.631633,"2014/6/11 20:52",323317160,"68·","114.032203,22.631633",10,30
114.032218,22.63945,"2014/6/11 10:14",296370235,"68·","114.032218,22.63945",2,31
114.036231,22.619499,"2014/6/11 10:25",322327976,"68·","114.036231,22.619499",10,30
114.036834,22.618049,"2014/6/11 10:25",327118311,"68·","114.036834,22.618049",10,30
114.044883,22.597017,"2014/6/11 16:07",322513525,"68·","114.044883,22.597017",33,24
113.940818,22.5575,"2014/6/11 17:28",295577780,"68·","113.940818,22.5575",17,2
113.991577,22.525468,"2014/6/11 17:50",324601107,"68·","113.991577,22.525468",7,6
114.039215,22.522867,"2014/6/11 18:04",325450765,"68·","114.039215,22.522867",5,11
114.044746,22.519683,"2014/6/11 18:06",296367155,"68·","114.044746,22.519683",8,12
114.052932,22.636432,"2014/6/11 21:36",327379051,"68·","114.052932,22.636432",12,33
114.039665,22.640815,"2014/6/11 21:41",323358467,"68·","114.039665,22.640815",2,31
